"F4000T","UAA","NutsShare","res","x","y"
0,1800,0,5000,3175,3535
0,1000,0,5000,3180,3535
0,2000,0,5000,3185,3535
0,2200,0,5000,3190,3535
0,1900,0,5000,3195,3535
0,1600,0,5000,3200,3535
0,2300,0,5000,3205,3535
0,1900,0,5000,3210,3535
0,2400,0,5000,3215,3535
0,1800,0,5000,3220,3535
0,2000,0,5000,3225,3535
0,2300,0,5000,3230,3535
0,2100,0,5000,3235,3535
0,2300,0,5000,3240,3535
0,1800,0,5000,3245,3535
0,1700,0,5000,3250,3535
0,1700,0,5000,3255,3535
0,160,0,5000,3020,3530
0,500,0,5000,3025,3530
0,400,0,5000,3030,3530
0,400,0,5000,3035,3530
0,1000,0,5000,3060,3530
0,600,0,5000,3065,3530
0,1600,0,5000,3070,3530
0,2400,0,5000,3075,3530
0,2300,0,5000,3100,3530
0,1100,0,5000,3105,3530
0,1500,0,5000,3110,3530
0,1500,0,5000,3115,3530
0,1300,0,5000,3120,3530
0,1900,0,5000,3125,3530
0,2700,0,5000,3130,3530
0,1900,0,5000,3135,3530
0,600,0,5000,3140,3530
0,1600,0,5000,3145,3530
0,1300,0,5000,3150,3530
0,2300,0,5000,3155,3530
0,1600,0,5000,3160,3530
0,2300,0,5000,3165,3530
0,1500,0,5000,3170,3530
0,1600,0,5000,3175,3530
0,900,0,5000,3180,3530
0,1700,0,5000,3185,3530
0,1400,0,5000,3190,3530
0,2000,0,5000,3195,3530
0,2400,0,5000,3200,3530
0,2500,0,5000,3205,3530
0,2300,0,5000,3210,3530
0,1900,0,5000,3215,3530
0,2500,0,5000,3220,3530
0,2600,0,5000,3225,3530
0,2000,0,5000,3230,3530
0,2100,0,5000,3235,3530
0,2700,0,5000,3240,3530
0,1900,0,5000,3245,3530
0,1800,0,5000,3250,3530
0,2100,0,5000,3255,3530
0,400,0,5000,3030,3525
0,260,0,5000,3035,3525
0,500,0,5000,3050,3525
0,1600,0,5000,3055,3525
0,700,0,5000,3060,3525
0,700,0,5000,3065,3525
0,1100,0,5000,3070,3525
0,1900,0,5000,3075,3525
0,1800,0,5000,3100,3525
0,1400,0,5000,3105,3525
0,1300,0,5000,3110,3525
0,1400,0,5000,3115,3525
0,1400,0,5000,3120,3525
0,2400,0,5000,3125,3525
0,2100,0,5000,3130,3525
0,2100,0,5000,3135,3525
0,1400,0,5000,3150,3525
0,1900,0,5000,3155,3525
0,1600,0,5000,3160,3525
0,1400,0,5000,3165,3525
0,2200,0,5000,3170,3525
0,1700,0,5000,3175,3525
0,1600,0,5000,3180,3525
0,1600,0,5000,3185,3525
0,2300,0,5000,3190,3525
0,2000,0,5000,3195,3525
0,2100,0,5000,3200,3525
0,2200,0,5000,3205,3525
0,2200,0,5000,3210,3525
0,3000,0,5000,3215,3525
0,1800,0,5000,3220,3525
0,2000,0,5000,3225,3525
0,2500,0,5000,3230,3525
0,2100,0,5000,3235,3525
0,1900,0,5000,3240,3525
0,2200,0,5000,3245,3525
0,1700,0,5000,3250,3525
0,2100,0,5000,3255,3525
0,210,0,5000,3030,3520
0,800,0,5000,3035,3520
0,1100,0,5000,3050,3520
0,1000,0,5000,3055,3520
0,1200,0,5000,3060,3520
0,500,0,5000,3065,3520
0,1400,0,5000,3070,3520
0,1900,0,5000,3075,3520
0,1900,0,5000,3100,3520
0,2000,0,5000,3105,3520
0,1800,0,5000,3110,3520
0,1400,0,5000,3115,3520
0,600,0,5000,3120,3520
0,2200,0,5000,3125,3520
0,2200,0,5000,3130,3520
0,1800,0,5000,3135,3520
0,2000,0,5000,3150,3520
0,2300,0,5000,3155,3520
0,1900,0,5000,3160,3520
0,1700,0,5000,3165,3520
0,2000,0,5000,3170,3520
0,2500,0,5000,3175,3520
0,1300,0,5000,3180,3520
0,1500,0,5000,3185,3520
0,2000,0,5000,3190,3520
0,1600,0,5000,3195,3520
0,2100,0,5000,3200,3520
0,2700,0,5000,3205,3520
0,2100,0,5000,3210,3520
0,2100,0,5000,3215,3520
0,1700,0,5000,3220,3520
0,1100,0,5000,3225,3520
0,2500,0,5000,3230,3520
0,1700,0,5000,3235,3520
0,2300,0,5000,3240,3520
0,2500,0,5000,3245,3520
0,600,0,5000,3250,3520
0,5000,0,5000,3255,3520
0,140,0,5000,3010,3515
0,400,0,5000,3015,3515
0,800,0,5000,3070,3515
0,1600,0,5000,3075,3515
0,2000,0,5000,3080,3515
0,1900,0,5000,3085,3515
0,1200,0,5000,3090,3515
0,1500,0,5000,3095,3515
0,1200,0,5000,3100,3515
0,2100,0,5000,3105,3515
0,2100,0,5000,3110,3515
0,2100,0,5000,3115,3515
0,900,0,5000,3120,3515
0,2100,0,5000,3125,3515
0,1700,0,5000,3130,3515
0,1600,0,5000,3135,3515
0,500,0,5000,3140,3515
0,1400,0,5000,3145,3515
0,1700,0,5000,3150,3515
0,2100,0,5000,3155,3515
0,2800,0,5000,3160,3515
0,3000,0,5000,3165,3515
0,2300,0,5000,3170,3515
0,1700,0,5000,3175,3515
0,1300,0,5000,3180,3515
0,1300,0,5000,3185,3515
0,2300,0,5000,3190,3515
0,1900,0,5000,3195,3515
0,1200,0,5000,3200,3515
0,1200,0,5000,3205,3515
0,2200,0,5000,3210,3515
0,3000,0,5000,3215,3515
0,2600,0,5000,3220,3515
0,1600,0,5000,3225,3515
0,1800,0,5000,3230,3515
0,1500,0,5000,3235,3515
0,2000,0,5000,3240,3515
0,1900,0,5000,3245,3515
0,2900,0,5000,3250,3515
0,1100,0,5000,3255,3515
0,270,0,5000,3015,3510
0,600,0,5000,3020,3510
0,1300,0,5000,3070,3510
0,1800,0,5000,3075,3510
0,2100,0,5000,3080,3510
0,1900,0,5000,3085,3510
0,1900,0,5000,3090,3510
0,1400,0,5000,3095,3510
0,1400,0,5000,3100,3510
0,1500,0,5000,3105,3510
0,1800,0,5000,3110,3510
0,1600,0,5000,3115,3510
0,1900,0,5000,3120,3510
0,1400,0,5000,3125,3510
0,1700,0,5000,3130,3510
0,1300,0,5000,3135,3510
0,1200,0,5000,3140,3510
0,1200,0,5000,3145,3510
0,1900,0,5000,3150,3510
0,1900,0,5000,3155,3510
0,2200,0,5000,3160,3510
0,2500,0,5000,3165,3510
0,2200,0,5000,3170,3510
0,1500,0,5000,3175,3510
0,1900,0,5000,3180,3510
0,1600,0,5000,3185,3510
0,1500,0,5000,3190,3510
0,2100,0,5000,3195,3510
0,1500,0,5000,3200,3510
0,2100,0,5000,3205,3510
0,2500,0,5000,3210,3510
0,1900,0,5000,3215,3510
0,1900,0,5000,3220,3510
0,2300,0,5000,3225,3510
0,1700,0,5000,3230,3510
0,3000,0,5000,3235,3510
0,1300,0,5000,3240,3510
0,3000,0,5000,3245,3510
0,2000,0,5000,3250,3510
0,1500,0,5000,3255,3510
0,400,0,5000,3060,3505
0,300,0,5000,3065,3505
0,1000,0,5000,3070,3505
0,1400,0,5000,3075,3505
0,1800,0,5000,3080,3505
0,2100,0,5000,3085,3505
0,1900,0,5000,3090,3505
0,2000,0,5000,3095,3505
0,1800,0,5000,3100,3505
0,1800,0,5000,3105,3505
0,2100,0,5000,3110,3505
0,2100,0,5000,3115,3505
0,1200,0,5000,3120,3505
0,2000,0,5000,3125,3505
0,1800,0,5000,3130,3505
0,900,0,5000,3135,3505
0,900,0,5000,3140,3505
0,1800,0,5000,3145,3505
0,1800,0,5000,3150,3505
0,2600,0,5000,3155,3505
0,2000,0,5000,3160,3505
0,2400,0,5000,3165,3505
0,2000,0,5000,3170,3505
0,1700,0,5000,3175,3505
0,1600,0,5000,3180,3505
0,1600,0,5000,3185,3505
0,1900,0,5000,3190,3505
0,1900,0,5000,3195,3505
0,2000,0,5000,3200,3505
0,2100,0,5000,3205,3505
0,1900,0,5000,3210,3505
0,1800,0,5000,3215,3505
0,2000,0,5000,3220,3505
0,2500,0,5000,3225,3505
0,2400,0,5000,3230,3505
0,3000,0,5000,3235,3505
0,1800,0,5000,3240,3505
0,1500,0,5000,3245,3505
0,2200,0,5000,3250,3505
0,1400,0,5000,3255,3505
0,110,0,5000,3030,3500
0,1300,0,5000,3060,3500
0,1700,0,5000,3065,3500
0,1200,0,5000,3070,3500
0,2300,0,5000,3075,3500
0,2200,0,5000,3080,3500
0,2000,0,5000,3085,3500
0,1900,0,5000,3090,3500
0,1700,0,5000,3095,3500
0,1900,0,5000,3100,3500
0,2500,0,5000,3105,3500
0,2000,0,5000,3110,3500
0,2300,0,5000,3115,3500
0,1900,0,5000,3120,3500
0,800,0,5000,3125,3500
0,900,0,5000,3130,3500
0,400,0,5000,3135,3500
0,1400,0,5000,3140,3500
0,1600,0,5000,3145,3500
0,1300,0,5000,3150,3500
0,1700,0,5000,3155,3500
0,1300,0,5000,3160,3500
0,2100,0,5000,3165,3500
0,2400,0,5000,3170,3500
0,1500,0,5000,3175,3500
0,1300,0,5000,3180,3500
0,700,0,5000,3185,3500
0,1900,0,5000,3190,3500
0,2100,0,5000,3195,3500
0,1500,0,5000,3200,3500
0,2500,0,5000,3205,3500
0,2600,0,5000,3210,3500
0,2200,0,5000,3215,3500
0,1700,0,5000,3220,3500
0,2200,0,5000,3225,3500
0,1900,0,5000,3230,3500
0,1900,0,5000,3235,3500
0,2400,0,5000,3240,3500
0,2200,0,5000,3245,3500
0,2500,0,5000,3250,3500
0,2700,0,5000,3255,3500
0,500,0,5000,3035,3495
0,1200,0,5000,3040,3495
0,1400,0,5000,3045,3495
0,2000,0,5000,3050,3495
0,2700,0,5000,3055,3495
0,2100,0,5000,3060,3495
0,1700,0,5000,3065,3495
0,1700,0,5000,3070,3495
0,1900,0,5000,3075,3495
0,2300,0,5000,3100,3495
0,2400,0,5000,3105,3495
0,1900,0,5000,3110,3495
0,2000,0,5000,3115,3495
0,2000,0,5000,3120,3495
0,1900,0,5000,3125,3495
0,900,0,5000,3130,3495
0,1700,0,5000,3135,3495
0,2400,0,5000,3140,3495
0,1200,0,5000,3145,3495
0,1200,0,5000,3150,3495
0,2100,0,5000,3155,3495
0,1500,0,5000,3160,3495
0,2400,0,5000,3165,3495
0,2200,0,5000,3170,3495
0,1400,0,5000,3175,3495
0,1500,0,5000,3180,3495
0,1700,0,5000,3185,3495
0,2200,0,5000,3190,3495
0,2300,0,5000,3195,3495
0,1700,0,5000,3200,3495
0,1800,0,5000,3205,3495
0,1700,0,5000,3210,3495
0,1700,0,5000,3215,3495
0,3000,0,5000,3220,3495
0,1600,0,5000,3225,3495
0,1500,0,5000,3230,3495
0,1700,0,5000,3235,3495
0,2300,0,5000,3240,3495
0,2000,0,5000,3245,3495
0,1400,0,5000,3250,3495
0,1000,0,5000,3255,3495
0,500,0,5000,3030,3490
0,1600,0,5000,3035,3490
0,1300,0,5000,3040,3490
0,1500,0,5000,3045,3490
0,1600,0,5000,3050,3490
0,2200,0,5000,3055,3490
0,1400,0,5000,3060,3490
0,1800,0,5000,3065,3490
0,1700,0,5000,3070,3490
0,1600,0,5000,3075,3490
0,1600,0,5000,3100,3490
0,1700,0,5000,3105,3490
0,2200,0,5000,3110,3490
0,2200,0,5000,3115,3490
0,2200,0,5000,3120,3490
0,2000,0,5000,3125,3490
0,1500,0,5000,3130,3490
0,1600,0,5000,3135,3490
0,1200,0,5000,3140,3490
0,1000,0,5000,3145,3490
0,1000,0,5000,3150,3490
0,1500,0,5000,3155,3490
0,1700,0,5000,3160,3490
0,900,0,5000,3165,3490
0,2000,0,5000,3170,3490
0,1800,0,5000,3175,3490
0,1500,0,5000,3180,3490
0,1200,0,5000,3185,3490
0,1600,0,5000,3190,3490
0,1300,0,5000,3195,3490
0,1000,0,5000,3200,3490
0,1800,0,5000,3205,3490
0,900,0,5000,3210,3490
0,1700,0,5000,3215,3490
0,2300,0,5000,3220,3490
0,2100,0,5000,3225,3490
0,2300,0,5000,3230,3490
0,1200,0,5000,3235,3490
0,1600,0,5000,3240,3490
0,1900,0,5000,3245,3490
0,400,0,5000,3250,3490
0,1200,0,5000,3255,3490
0,500,0,5000,3030,3485
0,1000,0,5000,3035,3485
0,2000,0,5000,3040,3485
0,1600,0,5000,3045,3485
0,1700,0,5000,3050,3485
0,1800,0,5000,3055,3485
0,1300,0,5000,3060,3485
0,1400,0,5000,3065,3485
0,1400,0,5000,3070,3485
0,1400,0,5000,3075,3485
0,800,0,5000,3080,3485
0,500,0,5000,3085,3485
0,1500,0,5000,3100,3485
0,2100,0,5000,3105,3485
0,1700,0,5000,3110,3485
0,1500,0,5000,3115,3485
0,2100,0,5000,3120,3485
0,1500,0,5000,3125,3485
0,1800,0,5000,3130,3485
0,1200,0,5000,3135,3485
0,1100,0,5000,3140,3485
0,1400,0,5000,3145,3485
0,1600,0,5000,3150,3485
0,2300,0,5000,3155,3485
0,1400,0,5000,3160,3485
0,1400,0,5000,3165,3485
0,1700,0,5000,3170,3485
0,1900,0,5000,3175,3485
0,1200,0,5000,3180,3485
0,800,0,5000,3185,3485
0,800,0,5000,3190,3485
0,800,0,5000,3195,3485
0,500,0,5000,3200,3485
0,500,0,5000,3205,3485
0,1400,0,5000,3210,3485
0,1900,0,5000,3215,3485
0,2600,0,5000,3220,3485
0,1500,0,5000,3225,3485
0,1100,0,5000,3030,3480
0,1800,0,5000,3035,3480
0,1900,0,5000,3040,3480
0,6000,0,5000,3045,3480
0,1500,0,5000,3050,3480
0,1600,0,5000,3055,3480
0,1600,0,5000,3060,3480
0,1800,0,5000,3065,3480
0,1600,0,5000,3070,3480
0,1200,0,5000,3075,3480
0,900,0,5000,3080,3480
0,600,0,5000,3085,3480
0,1100,0,5000,3100,3480
0,1000,0,5000,3105,3480
0,400,0,5000,3110,3480
0,900,0,5000,3115,3480
0,2200,0,5000,3120,3480
0,2400,0,5000,3125,3480
0,1600,0,5000,3130,3480
0,1400,0,5000,3135,3480
0,2300,0,5000,3140,3480
0,2300,0,5000,3145,3480
0,1400,0,5000,3150,3480
0,1600,0,5000,3155,3480
0,2300,0,5000,3160,3480
0,1200,0,5000,3165,3480
0,1900,0,5000,3170,3480
0,1600,0,5000,3175,3480
0,1500,0,5000,3180,3480
0,1100,0,5000,3185,3480
0,1600,0,5000,3190,3480
0,500,0,5000,3195,3480
0,1100,0,5000,3200,3480
0,1400,0,5000,3205,3480
0,1500,0,5000,3210,3480
0,1400,0,5000,3215,3480
0,1400,0,5000,3220,3480
0,2100,0,5000,3225,3480
0,1800,0,5000,3030,3475
0,1800,0,5000,3035,3475
0,1400,0,5000,3040,3475
0,1500,0,5000,3045,3475
0,1600,0,5000,3050,3475
0,1500,0,5000,3055,3475
0,1500,0,5000,3060,3475
0,1600,0,5000,3065,3475
0,1100,0,5000,3080,3475
0,900,0,5000,3085,3475
0,800,0,5000,3100,3475
0,1100,0,5000,3105,3475
0,1600,0,5000,3110,3475
0,1300,0,5000,3115,3475
0,2100,0,5000,3120,3475
0,1200,0,5000,3125,3475
0,1900,0,5000,3130,3475
0,1500,0,5000,3135,3475
0,1900,0,5000,3140,3475
0,1900,0,5000,3145,3475
0,1700,0,5000,3170,3475
0,1000,0,5000,3175,3475
0,1000,0,5000,3180,3475
0,1300,0,5000,3185,3475
0,1500,0,5000,3190,3475
0,2200,0,5000,3195,3475
0,1800,0,5000,3200,3475
0,2300,0,5000,3205,3475
0,1100,0,5000,3210,3475
0,1700,0,5000,3215,3475
0,1700,0,5000,3220,3475
0,1900,0,5000,3225,3475
0,1800,0,5000,3030,3470
0,1300,0,5000,3035,3470
0,900,0,5000,3040,3470
0,1200,0,5000,3045,3470
0,2200,0,5000,3050,3470
0,1500,0,5000,3055,3470
0,1500,0,5000,3060,3470
0,1900,0,5000,3065,3470
0,1900,0,5000,3080,3470
0,1600,0,5000,3085,3470
0,1100,0,5000,3100,3470
0,700,0,5000,3105,3470
0,2000,0,5000,3110,3470
0,2300,0,5000,3115,3470
0,1800,0,5000,3120,3470
0,2200,0,5000,3125,3470
0,1900,0,5000,3130,3470
0,2100,0,5000,3135,3470
0,2400,0,5000,3140,3470
0,1200,0,5000,3145,3470
0,2100,0,5000,3170,3470
0,2300,0,5000,3175,3470
0,1400,0,5000,3180,3470
0,1600,0,5000,3185,3470
0,1500,0,5000,3190,3470
0,2200,0,5000,3195,3470
0,1600,0,5000,3200,3470
0,500,0,5000,3205,3470
0,2800,0,5000,3210,3470
0,1600,0,5000,3215,3470
0,1600,0,5000,3220,3470
0,1800,0,5000,3225,3470
0,1300,0,5000,3020,3465
0,1800,0,5000,3025,3465
0,1400,0,5000,3030,3465
0,1000,0,5000,3035,3465
0,600,0,5000,3040,3465
0,900,0,5000,3045,3465
0,1800,0,5000,3050,3465
0,1200,0,5000,3055,3465
0,1500,0,5000,3060,3465
0,1900,0,5000,3065,3465
0,1900,0,5000,3070,3465
0,1900,0,5000,3075,3465
0,1600,0,5000,3080,3465
0,2200,0,5000,3085,3465
0,1200,0,5000,3090,3465
0,400,0,5000,3095,3465
0,500,0,5000,3100,3465
0,1700,0,5000,3105,3465
0,2100,0,5000,3110,3465
0,2500,0,5000,3115,3465
0,2000,0,5000,3120,3465
0,1700,0,5000,3125,3465
0,1700,0,5000,3130,3465
0,2300,0,5000,3135,3465
0,2000,0,5000,3140,3465
0,400,0,5000,3145,3465
0,1500,0,5000,3150,3465
0,1100,0,5000,3155,3465
0,1200,0,5000,3160,3465
0,1900,0,5000,3165,3465
0,1700,0,5000,3170,3465
0,1900,0,5000,3175,3465
0,1800,0,5000,3180,3465
0,3000,0,5000,3185,3465
0,1500,0,5000,3190,3465
0,1400,0,5000,3195,3465
0,1200,0,5000,3200,3465
0,800,0,5000,3205,3465
0,1000,0,5000,3210,3465
0,2300,0,5000,3215,3465
0,1500,0,5000,3220,3465
0,1300,0,5000,3225,3465
0,1600,0,5000,3020,3460
0,1700,0,5000,3025,3460
0,1700,0,5000,3030,3460
0,1700,0,5000,3035,3460
0,1400,0,5000,3040,3460
0,1600,0,5000,3045,3460
0,1800,0,5000,3050,3460
0,1500,0,5000,3055,3460
0,2000,0,5000,3060,3460
0,1700,0,5000,3065,3460
0,2400,0,5000,3070,3460
0,1400,0,5000,3075,3460
0,1200,0,5000,3080,3460
0,900,0,5000,3085,3460
0,1000,0,5000,3090,3460
0,1200,0,5000,3095,3460
0,2200,0,5000,3100,3460
0,1600,0,5000,3105,3460
0,1900,0,5000,3110,3460
0,2200,0,5000,3115,3460
0,2000,0,5000,3120,3460
0,1900,0,5000,3125,3460
0,2400,0,5000,3130,3460
0,1700,0,5000,3135,3460
0,1500,0,5000,3140,3460
0,1400,0,5000,3145,3460
0,1400,0,5000,3150,3460
0,1800,0,5000,3155,3460
0,1700,0,5000,3160,3460
0,1200,0,5000,3165,3460
0,900,0,5000,3170,3460
0,1600,0,5000,3175,3460
0,2300,0,5000,3180,3460
0,2100,0,5000,3185,3460
0,1900,0,5000,3190,3460
0,1400,0,5000,3195,3460
0,2000,0,5000,3200,3460
0,2200,0,5000,3205,3460
0,1900,0,5000,3210,3460
0,1500,0,5000,3215,3460
0,1600,0,5000,3220,3460
0,700,0,5000,3225,3460
0,1600,0,5000,3000,3455
0,600,0,5000,3005,3455
0,1300,0,5000,3020,3455
0,1700,0,5000,3025,3455
0,1800,0,5000,3030,3455
0,1600,0,5000,3035,3455
0,1900,0,5000,3040,3455
0,1600,0,5000,3045,3455
0,1900,0,5000,3060,3455
0,2200,0,5000,3065,3455
0,1600,0,5000,3070,3455
0,1000,0,5000,3075,3455
0,1800,0,5000,3080,3455
0,1300,0,5000,3085,3455
0,1600,0,5000,3090,3455
0,1500,0,5000,3095,3455
0,2000,0,5000,3100,3455
0,1600,0,5000,3105,3455
0,2000,0,5000,3110,3455
0,2000,0,5000,3115,3455
0,2500,0,5000,3120,3455
0,2000,0,5000,3125,3455
0,1800,0,5000,3130,3455
0,2400,0,5000,3135,3455
0,1300,0,5000,3140,3455
0,2500,0,5000,3145,3455
0,2400,0,5000,3150,3455
0,1900,0,5000,3155,3455
0,2000,0,5000,3160,3455
0,1800,0,5000,3165,3455
0,1700,0,5000,3170,3455
0,2500,0,5000,3175,3455
0,1800,0,5000,3180,3455
0,1600,0,5000,3185,3455
0,1600,0,5000,3190,3455
0,2400,0,5000,3195,3455
0,2400,0,5000,3200,3455
0,2000,0,5000,3205,3455
0,1400,0,5000,3210,3455
0,2300,0,5000,3215,3455
0,1200,0,5000,3220,3455
0,600,0,5000,3225,3455
0,1100,0,5000,3005,3450
0,500,0,5000,3020,3450
0,1200,0,5000,3025,3450
0,1600,0,5000,3030,3450
0,1900,0,5000,3035,3450
0,1700,0,5000,3040,3450
0,500,0,5000,3045,3450
0,500,0,5000,3060,3450
0,1400,0,5000,3065,3450
0,800,0,5000,3070,3450
0,2000,0,5000,3075,3450
0,1900,0,5000,3080,3450
0,1500,0,5000,3085,3450
0,1200,0,5000,3090,3450
0,2100,0,5000,3095,3450
0,1400,0,5000,3100,3450
0,2100,0,5000,3105,3450
0,1900,0,5000,3110,3450
0,2300,0,5000,3115,3450
0,2200,0,5000,3120,3450
0,1400,0,5000,3125,3450
0,2200,0,5000,3130,3450
0,2500,0,5000,3135,3450
0,1600,0,5000,3140,3450
0,2500,0,5000,3145,3450
0,1800,0,5000,3150,3450
0,2400,0,5000,3155,3450
0,2200,0,5000,3160,3450
0,1400,0,5000,3165,3450
0,1700,0,5000,3170,3450
0,1900,0,5000,3175,3450
0,2100,0,5000,3180,3450
0,2200,0,5000,3185,3450
0,1500,0,5000,3190,3450
0,2000,0,5000,3195,3450
0,2300,0,5000,3200,3450
0,2500,0,5000,3205,3450
0,2600,0,5000,3210,3450
0,1600,0,5000,3215,3450
0,1000,0,5000,3220,3450
0,800,0,5000,3225,3450
0,1700,0,5000,3010,3445
0,1700,0,5000,3015,3445
0,2200,0,5000,3020,3445
0,1100,0,5000,3025,3445
0,1000,0,5000,3030,3445
0,1200,0,5000,3035,3445
0,1300,0,5000,3040,3445
0,700,0,5000,3045,3445
0,1300,0,5000,3050,3445
0,1600,0,5000,3055,3445
0,1600,0,5000,3060,3445
0,1300,0,5000,3065,3445
0,1600,0,5000,3070,3445
0,800,0,5000,3075,3445
0,1800,0,5000,3080,3445
0,1100,0,5000,3085,3445
0,1700,0,5000,3090,3445
0,1300,0,5000,3095,3445
0,700,0,5000,3100,3445
0,1400,0,5000,3105,3445
0,1400,0,5000,3110,3445
0,2200,0,5000,3115,3445
0,1800,0,5000,3120,3445
0,1900,0,5000,3125,3445
0,1700,0,5000,3130,3445
0,2000,0,5000,3135,3445
0,1800,0,5000,3140,3445
0,2400,0,5000,3145,3445
0,2300,0,5000,3150,3445
0,2200,0,5000,3155,3445
0,1600,0,5000,3160,3445
0,1700,0,5000,3165,3445
0,1800,0,5000,3170,3445
0,1800,0,5000,3175,3445
0,1600,0,5000,3180,3445
0,2100,0,5000,3185,3445
0,2200,0,5000,3190,3445
0,1900,0,5000,3195,3445
0,1700,0,5000,3200,3445
0,2800,0,5000,3205,3445
0,2300,0,5000,3210,3445
0,1800,0,5000,3215,3445
0,1400,0,5000,3240,3445
0,1400,0,5000,3245,3445
0,1200,0,5000,3250,3445
0,800,0,5000,3255,3445
0,1900,0,5000,3010,3440
0,1500,0,5000,3015,3440
0,2100,0,5000,3020,3440
0,1700,0,5000,3025,3440
0,1600,0,5000,3030,3440
0,1700,0,5000,3035,3440
0,1600,0,5000,3040,3440
0,2100,0,5000,3045,3440
0,2300,0,5000,3050,3440
0,1600,0,5000,3055,3440
0,1400,0,5000,3060,3440
0,2400,0,5000,3065,3440
0,900,0,5000,3070,3440
0,600,0,5000,3075,3440
0,1100,0,5000,3080,3440
0,1700,0,5000,3085,3440
0,1900,0,5000,3090,3440
0,400,0,5000,3095,3440
0,1200,0,5000,3100,3440
0,800,0,5000,3105,3440
0,1300,0,5000,3110,3440
0,2000,0,5000,3115,3440
0,1700,0,5000,3120,3440
0,2300,0,5000,3125,3440
0,2300,0,5000,3130,3440
0,1900,0,5000,3135,3440
0,1200,0,5000,3140,3440
0,2100,0,5000,3145,3440
0,2100,0,5000,3150,3440
0,2300,0,5000,3155,3440
0,2400,0,5000,3160,3440
0,2000,0,5000,3165,3440
0,1600,0,5000,3170,3440
0,2500,0,5000,3175,3440
0,1900,0,5000,3180,3440
0,2600,0,5000,3185,3440
0,2000,0,5000,3190,3440
0,2400,0,5000,3195,3440
0,1700,0,5000,3200,3440
0,2000,0,5000,3205,3440
0,1800,0,5000,3210,3440
0,1200,0,5000,3215,3440
0,1500,0,5000,3240,3440
0,1000,0,5000,3245,3440
0,1200,0,5000,3250,3440
0,700,0,5000,2985,3435
0,1500,0,5000,2990,3435
0,2300,0,5000,2995,3435
0,2000,0,5000,3000,3435
0,1700,0,5000,3005,3435
0,1800,0,5000,3010,3435
0,1700,0,5000,3015,3435
0,1800,0,5000,3040,3435
0,2700,0,5000,3045,3435
0,1800,0,5000,3050,3435
0,2000,0,5000,3055,3435
0,2100,0,5000,3060,3435
0,1900,0,5000,3065,3435
0,1900,0,5000,3070,3435
0,1800,0,5000,3075,3435
0,2000,0,5000,3080,3435
0,2300,0,5000,3085,3435
0,1600,0,5000,3090,3435
0,1300,0,5000,3095,3435
0,1300,0,5000,3100,3435
0,1300,0,5000,3105,3435
0,1900,0,5000,3110,3435
0,1900,0,5000,3115,3435
0,2500,0,5000,3120,3435
0,2100,0,5000,3125,3435
0,2200,0,5000,3130,3435
0,2200,0,5000,3135,3435
0,1200,0,5000,3140,3435
0,2300,0,5000,3145,3435
0,2300,0,5000,3150,3435
0,2600,0,5000,3155,3435
0,2400,0,5000,3160,3435
0,2300,0,5000,3165,3435
0,1400,0,5000,3170,3435
0,2000,0,5000,3175,3435
0,1800,0,5000,3180,3435
0,1700,0,5000,3185,3435
0,1200,0,5000,3190,3435
0,2200,0,5000,3195,3435
0,2900,0,5000,3200,3435
0,2600,0,5000,3205,3435
0,2200,0,5000,3210,3435
0,2000,0,5000,3215,3435
0,500,0,5000,2985,3430
0,2100,0,5000,2990,3430
0,1800,0,5000,2995,3430
0,2000,0,5000,3000,3430
0,2200,0,5000,3005,3430
0,2200,0,5000,3010,3430
0,1800,0,5000,3015,3430
0,2200,0,5000,3040,3430
0,2800,0,5000,3045,3430
0,2000,0,5000,3050,3430
0,2200,0,5000,3055,3430
0,1800,0,5000,3060,3430
0,2200,0,5000,3065,3430
0,2400,0,5000,3070,3430
0,1700,0,5000,3075,3430
0,2200,0,5000,3080,3430
0,2200,0,5000,3085,3430
0,2300,0,5000,3090,3430
0,2000,0,5000,3095,3430
0,1300,0,5000,3100,3430
0,1100,0,5000,3105,3430
0,1500,0,5000,3110,3430
0,1600,0,5000,3115,3430
0,2200,0,5000,3120,3430
0,1900,0,5000,3125,3430
0,1800,0,5000,3130,3430
0,1700,0,5000,3135,3430
0,1600,0,5000,3140,3430
0,2200,0,5000,3145,3430
0,1500,0,5000,3150,3430
0,1800,0,5000,3155,3430
0,1800,0,5000,3160,3430
0,2300,0,5000,3165,3430
0,2400,0,5000,3170,3430
0,2100,0,5000,3175,3430
0,1400,0,5000,3180,3430
0,2100,0,5000,3185,3430
0,2000,0,5000,3190,3430
0,2500,0,5000,3195,3430
0,2500,0,5000,3200,3430
0,2000,0,5000,3205,3430
0,2300,0,5000,3210,3430
0,2200,0,5000,3215,3430
0,2500,0,5000,2990,3425
0,2000,0,5000,2995,3425
0,1600,0,5000,3000,3425
0,900,0,5000,3005,3425
0,1300,0,5000,3010,3425
0,1500,0,5000,3015,3425
0,1400,0,5000,3040,3425
0,2000,0,5000,3045,3425
0,2200,0,5000,3050,3425
0,2300,0,5000,3055,3425
0,2300,0,5000,3060,3425
0,2300,0,5000,3065,3425
0,2500,0,5000,3070,3425
0,2200,0,5000,3075,3425
0,2800,0,5000,3080,3425
0,2100,0,5000,3085,3425
0,2300,0,5000,3090,3425
