"UAAXK0000_ORG","UAA","res","x","y"
600,1400,5000,4360,2730
280,1700,5000,4365,2730
160,500,5000,4550,2730
900,1300,5000,4555,2730
800,1100,5000,4560,2730
400,1200,5000,4300,2725
400,1400,5000,4305,2725
300,1300,5000,4330,2725
700,1200,5000,4335,2725
1200,1300,5000,4490,2725
600,1200,5000,4495,2725
NA,NA,5000,4550,2725
1200,1700,5000,4555,2725
700,900,5000,4570,2725
300,400,5000,4575,2725
NA,NA,5000,4770,2725
400,1100,5000,4775,2725
600,2000,5000,4300,2720
400,1300,5000,4305,2720
700,1200,5000,4330,2720
900,1700,5000,4335,2720
NA,NA,5000,4495,2720
160,190,5000,4555,2720
1400,1800,5000,4570,2720
1200,1700,5000,4575,2720
170,1000,5000,4770,2720
250,1000,5000,4775,2720
0,700,5000,4210,2715
0,1500,5000,4215,2715
NA,NA,5000,4285,2715
500,1400,5000,4300,2715
300,1300,5000,4305,2715
400,1500,5000,4310,2715
500,1700,5000,4315,2715
300,1100,5000,4480,2715
150,300,5000,4485,2715
500,1200,5000,4500,2715
300,1100,5000,4505,2715
0,1400,5000,4210,2710
120,900,5000,4215,2710
260,700,5000,4300,2710
180,900,5000,4305,2710
600,1500,5000,4310,2710
400,1600,5000,4315,2710
600,1500,5000,4480,2710
1200,1900,5000,4485,2710
300,1900,5000,4500,2710
900,1800,5000,4505,2710
1200,1500,5000,4560,2710
500,600,5000,4565,2710
700,2200,5000,4480,2705
900,1500,5000,4485,2705
500,1800,5000,4490,2705
600,2000,5000,4495,2705
1100,1400,5000,4530,2705
500,700,5000,4535,2705
600,900,5000,4570,2705
400,500,5000,4575,2705
170,290,5000,4580,2705
300,600,5000,4585,2705
600,1200,5000,4600,2705
300,1400,5000,4605,2705
NA,NA,5000,4630,2705
400,1500,5000,4480,2700
1300,2200,5000,4485,2700
NA,NA,5000,4490,2700
280,900,5000,4495,2700
1000,1400,5000,4530,2700
1500,2200,5000,4535,2700
120,200,5000,4570,2700
600,2400,5000,4575,2700
300,2200,5000,4580,2700
500,700,5000,4585,2700
220,300,5000,4600,2700
600,1300,5000,4140,2695
0,900,5000,4145,2695
NA,NA,5000,4625,2695
300,1800,5000,4140,2690
0,800,5000,4145,2690
0,400,5000,4435,2690
0,1300,5000,4100,2685
400,1300,5000,4140,2685
130,700,5000,4145,2685
1000,1600,5000,4520,2685
300,600,5000,4525,2685
NA,NA,5000,4570,2685
NA,NA,5000,4630,2685
800,1100,5000,4635,2685
1300,1500,5000,4100,2680
0,500,5000,4105,2680
0,1500,5000,4140,2680
0,1300,5000,4145,2680
800,1400,5000,4620,2680
500,1200,5000,4625,2680
1000,1700,5000,4630,2680
400,1200,5000,4635,2680
0,1000,5000,4240,2675
900,2800,5000,4245,2675
0,700,5000,4255,2675
800,1000,5000,4270,2675
800,2300,5000,4275,2675
0,150,5000,4470,2675
1600,2300,5000,4600,2675
2000,2700,5000,4605,2675
270,400,5000,4630,2675
240,500,5000,4635,2675
220,600,5000,4640,2675
300,600,5000,4645,2675
500,1200,5000,4650,2675
500,900,5000,4655,2675
110,900,5000,4750,2675
260,1000,5000,4755,2675
180,900,5000,4760,2675
200,1000,5000,4765,2675
0,700,5000,4240,2670
0,1600,5000,4245,2670
400,1100,5000,4255,2670
400,1200,5000,4275,2670
1500,2100,5000,4600,2670
600,700,5000,4605,2670
300,700,5000,4630,2670
210,400,5000,4635,2670
400,500,5000,4640,2670
500,800,5000,4645,2670
700,900,5000,4650,2670
1100,1500,5000,4655,2670
160,900,5000,4750,2670
200,1000,5000,4755,2670
80,900,5000,4760,2670
170,1000,5000,4765,2670
0,900,5000,4220,2665
140,1000,5000,4225,2665
0,210,5000,4230,2665
0,500,5000,4235,2665
0,220,5000,4260,2665
400,800,5000,4265,2665
0,220,5000,4270,2665
500,800,5000,4655,2665
120,900,5000,4750,2665
70,1100,5000,4755,2665
130,1100,5000,4770,2665
100,1200,5000,4775,2665
0,800,5000,4220,2660
0,230,5000,4225,2660
240,700,5000,4230,2660
0,500,5000,4270,2660
0,500,5000,4275,2660
700,900,5000,4650,2660
250,500,5000,4655,2660
210,900,5000,4750,2660
40,1000,5000,4755,2660
110,500,5000,4770,2660
100,1100,5000,4775,2660
1300,1300,5000,4150,2655
0,500,5000,4155,2655
0,900,5000,4160,2655
0,900,5000,4165,2655
500,1300,5000,4180,2655
190,1000,5000,4150,2650
400,1400,5000,4155,2650
1600,2300,5000,4160,2650
0,1200,5000,4165,2650
0,220,5000,4185,2650
600,1100,5000,4160,2645
0,1900,5000,4165,2645
230,1400,5000,4185,2645
160,900,5000,4190,2645
300,900,5000,4195,2645
600,2600,5000,4660,2645
700,1100,5000,4665,2645
80,1200,5000,4160,2640
NA,NA,5000,4165,2640
250,700,5000,4180,2640
600,1600,5000,4185,2640
270,400,5000,4190,2640
400,1000,5000,4195,2640
400,700,5000,4660,2640
300,500,5000,4665,2640
0,200,5000,4150,2635
600,2800,5000,4155,2635
600,900,5000,4180,2635
0,500,5000,4265,2635
0,2600,5000,4405,2635
240,700,5000,4670,2635
300,700,5000,4675,2635
260,300,5000,4180,2630
300,300,5000,4260,2630
0,280,5000,4265,2630
0,270,5000,4400,2630
0,180,5000,4405,2630
250,1100,5000,4670,2630
400,1200,5000,4675,2630
500,2700,5000,4100,2625
0,1200,5000,4105,2625
0,1000,5000,4110,2625
190,1600,5000,4115,2625
160,300,5000,4530,2625
NA,NA,5000,4535,2625
NA,NA,5000,4550,2625
NA,NA,5000,4555,2625
0,600,5000,4100,2620
0,300,5000,4110,2620
0,900,5000,4140,2620
150,600,5000,4530,2620
250,600,5000,4535,2620
600,1400,5000,4550,2620
400,700,5000,4555,2620
0,500,5000,4125,2615
0,500,5000,4140,2615
290,1300,5000,4145,2615
600,700,5000,4265,2615
240,240,5000,4270,2615
600,600,5000,4275,2615
500,500,5000,4290,2615
500,600,5000,4295,2615
220,2000,5000,4400,2615
300,1500,5000,4405,2615
0,1300,5000,4470,2615
110,400,5000,4730,2615
270,600,5000,4735,2615
0,300,5000,4110,2610
300,800,5000,4140,2610
1700,1900,5000,4275,2610
400,400,5000,4300,2610
160,160,5000,4315,2610
NA,NA,5000,4400,2610
400,2100,5000,4405,2610
NA,NA,5000,4730,2610
0,1600,5000,4135,2605
700,2000,5000,4140,2605
400,400,5000,4275,2605
180,1200,5000,4410,2605
70,1400,5000,4415,2605
NA,NA,5000,4470,2605
0,800,5000,4100,2600
0,260,5000,4105,2600
100,600,5000,4410,2600
290,1300,5000,4415,2600
130,1000,5000,4415,2595
0,700,5000,5270,2595
0,80,5000,5275,2595
0,1000,5000,1160,2590
0,800,5000,1165,2590
NA,NA,5000,4410,2590
250,1700,5000,4415,2590
0,220,5000,5270,2590
0,210,5000,5275,2590
0,400,5000,1160,2585
0,1000,5000,1165,2585
30,1300,5000,4400,2585
100,1100,5000,4405,2585
0,120,5000,5260,2585
NA,NA,5000,5275,2585
0,300,5000,1165,2580
150,1700,5000,4400,2580
70,900,5000,4405,2580
0,260,5000,5260,2580
0,170,5000,5265,2580
300,2000,5000,4400,2575
80,500,5000,4405,2575
120,800,5000,4410,2575
150,1100,5000,4415,2575
80,2400,5000,4400,2570
0,50,5000,4405,2570
50,1000,5000,4410,2570
80,600,5000,4415,2570
50,1100,5000,4490,2535
400,1400,5000,4495,2535
40,700,5000,4490,2530
200,1700,5000,4495,2530
0,240,5000,1220,2520
230,1300,5000,4490,2515
70,900,5000,4495,2515
160,1500,5000,4490,2510
60,1100,5000,4495,2510
130,1200,5000,4250,2485
600,6000,5000,4255,2485
210,2700,5000,4400,2485
130,1000,5000,4405,2485
100,1700,5000,4470,2485
50,1200,5000,4475,2485
200,4000,5000,4900,2485
190,1300,5000,4905,2485
90,1500,5000,4250,2480
1800,15000,5000,4255,2480
150,1400,5000,4400,2480
150,1300,5000,4405,2480
60,1300,5000,4470,2480
60,900,5000,4475,2480
400,1500,5000,4900,2480
300,1800,5000,4905,2480
200,600,5000,3510,2475
400,2000,5000,3515,2475
260,1800,5000,3520,2475
260,1500,5000,3525,2475
400,2000,5000,4410,2475
170,2300,5000,4415,2475
NA,NA,5000,4595,2475
0,100,5000,5220,2475
0,600,5000,5225,2475
0,3000,5000,5230,2475
0,800,5000,5235,2475
170,1100,5000,3510,2470
300,2100,5000,3515,2470
300,2000,5000,3520,2470
500,1300,5000,3525,2470
220,1900,5000,4410,2470
270,2500,5000,4415,2470
NA,NA,5000,4500,2470
0,500,5000,5235,2470
220,1900,5000,3510,2465
400,1700,5000,3515,2465
110,1000,5000,3530,2465
160,1100,5000,3535,2465
260,900,5000,3510,2460
140,1800,5000,3515,2460
260,1400,5000,3530,2460
250,1300,5000,3535,2460
210,600,5000,3910,2455
160,1100,5000,3915,2455
150,400,5000,3910,2450
700,1800,5000,3915,2450
400,1300,5000,4250,2435
400,1300,5000,4255,2435
NA,NA,5000,5800,2435
400,2000,5000,4250,2430
250,1700,5000,4255,2430
80,1000,5000,4170,2405
300,1900,5000,4175,2405
70,1200,5000,4180,2405
90,1300,5000,4185,2405
110,1200,5000,4170,2400
110,1600,5000,4175,2400
80,1600,5000,4180,2400
90,1300,5000,4185,2400
400,4000,5000,4120,2395
170,2400,5000,4125,2395
400,1600,5000,4340,2395
250,1700,5000,4345,2395
600,1400,5000,4360,2395
300,1300,5000,4365,2395
300,2500,5000,4120,2390
400,2300,5000,4125,2390
300,1100,5000,4340,2390
800,1300,5000,4345,2390
400,2000,5000,4360,2390
290,1100,5000,4365,2390
600,1500,5000,4340,2385
600,1600,5000,4345,2385
0,170,5000,1275,2380
300,800,5000,4340,2380
600,1000,5000,4345,2380
0,500,5000,1270,2375
0,1000,5000,1275,2375
0,160,5000,1270,2370
0,1100,5000,1275,2370
0,1400,5000,1275,2365
0,400,5000,1275,2360
NA,NA,5000,4200,2355
0,10,5000,4250,2355
0,120,5000,4255,2355
0,700,5000,1320,2350
0,300,5000,1325,2350
0,20,5000,4510,2350
280,1400,5000,3900,2345
700,900,5000,3905,2345
900,3000,5000,4480,2345
50,900,5000,4485,2345
100,1300,5000,4490,2345
140,1000,5000,4495,2345
270,700,5000,3900,2340
700,3000,5000,3905,2340
400,1600,5000,4480,2340
150,3000,5000,4485,2340
200,1800,5000,4490,2340
240,1700,5000,4495,2340
900,2600,5000,3540,2335
800,2100,5000,3545,2335
NA,NA,5000,4180,2335
800,2000,5000,3540,2330
900,1500,5000,3545,2330
400,600,5000,4460,2325
1100,1500,5000,4465,2325
900,1100,5000,4460,2320
NA,NA,5000,4465,2320
500,1400,5000,3920,2315
140,400,5000,3925,2315
NA,NA,5000,4170,2315
290,1100,5000,4550,2315
500,1200,5000,4555,2315
250,1700,5000,3920,2310
NA,NA,5000,3925,2310
120,1700,5000,4550,2310
400,1300,5000,4555,2310
290,1600,5000,3870,2305
170,1200,5000,3875,2305
NA,NA,5000,4160,2305
1000,4000,5000,3870,2300
1100,1800,5000,3875,2300
700,3000,5000,3880,2295
2400,8000,5000,3885,2295
NA,NA,5000,4130,2295
3000,16000,5000,4420,2295
400,1100,5000,4425,2295
NA,NA,5000,3880,2290
NA,NA,5000,3885,2290
160,1100,5000,4420,2290
170,1000,5000,4425,2290
NA,NA,5000,3885,2285
280,700,5000,4520,2285
900,1700,5000,4525,2285
190,1500,5000,4560,2285
200,2100,5000,4565,2285
NA,NA,5000,4520,2280
0,100,5000,4525,2280
270,1500,5000,4560,2280
300,2300,5000,4565,2280
2000,5000,5000,3865,2275
NA,NA,5000,5800,2275
270,2000,5000,4570,2265
300,2100,5000,4575,2265
260,1000,5000,4570,2260
400,1500,5000,4575,2260
0,400,5000,4920,2260
190,900,5000,4570,2255
900,1900,5000,4575,2255
NA,NA,5000,4570,2250
500,1300,5000,4575,2250
400,1400,5000,4560,2245
180,600,5000,4565,2245
700,1500,5000,4580,2245
300,1300,5000,4585,2245
500,1200,5000,4560,2240
900,2500,5000,4565,2240
400,1600,5000,4580,2240
500,2200,5000,4585,2240
300,1600,5000,4580,2235
1100,2700,5000,4585,2235
300,800,5000,4590,2235
600,2100,5000,4595,2235
700,1200,5000,4580,2230
200,1000,5000,4585,2230
300,1400,5000,4590,2230
700,2200,5000,4595,2230
NA,NA,5000,3975,2225
500,1200,5000,4510,2225
800,7000,5000,4515,2225
900,2300,5000,4590,2225
270,1200,5000,4595,2225
130,1800,5000,4510,2220
180,2300,5000,4515,2220
500,1400,5000,4590,2220
900,1300,5000,4595,2220
500,1300,5000,4620,2215
400,2200,5000,4625,2215
600,1100,5000,4620,2210
1200,1800,5000,4625,2210
190,1000,5000,4620,2205
1000,1500,5000,4625,2205
100,700,5000,4640,2205
160,1600,5000,5670,2205
140,2100,5000,5675,2205
1000,1600,5000,4620,2200
160,900,5000,4625,2200
300,1000,5000,4640,2200
280,2300,5000,5670,2200
100,1700,5000,5675,2200
NA,NA,5000,3645,2195
120,1500,5000,4640,2195
0,70,5000,5000,2195
300,1600,5000,4640,2190
270,1400,5000,4645,2190
0,60,5000,5010,2190
230,1300,5000,2900,2185
400,1300,5000,2905,2185
3000,14000,5000,4410,2185
240,1200,5000,4415,2185
240,700,5000,2900,2180
220,800,5000,2905,2180
1000,5000,5000,4410,2180
NA,NA,5000,4415,2180
170,1700,5000,4650,2180
NA,NA,5000,5700,2175
290,1000,5000,4440,2165
4000,9000,5000,4445,2165
NA,NA,5000,4485,2165
220,1500,5000,4660,2165
NA,NA,5000,3760,2160
NA,NA,5000,4280,2160
NA,NA,5000,4440,2160
NA,NA,5000,4445,2160
600,4000,5000,4470,2160
500,4000,5000,4475,2160
NA,NA,5000,4480,2160
2100,7000,5000,4485,2160
90,1000,5000,4660,2160
800,5000,5000,4665,2160
120,1700,5000,4650,2155
210,1300,5000,4655,2155
190,1100,5000,5680,2155
400,1600,5000,4650,2150
400,1700,5000,4655,2150
300,1100,5000,5680,2150
NA,NA,5000,4425,2145
NA,NA,5000,4500,2145
1000,3000,5000,4505,2145
90,1600,5000,4660,2145
200,1900,5000,4665,2145
300,1700,5000,4670,2145
400,2300,5000,4675,2145
0,30,5000,5640,2145
50,150,5000,5645,2145
NA,NA,5000,4420,2140
NA,NA,5000,4500,2140
600,3000,5000,4505,2140
160,1000,5000,4660,2140
110,1300,5000,4665,2140
500,2000,5000,4670,2140
300,1700,5000,4675,2140
1800,4000,5000,4450,2135
NA,NA,5000,4455,2135
NA,NA,5000,4500,2135
1100,8000,5000,4505,2135
270,700,5000,4540,2135
210,700,5000,4670,2135
180,1200,5000,4675,2135
40,1800,5000,4680,2135
50,1600,5000,4685,2135
0,200,5000,4455,2130
400,3000,5000,4500,2130
NA,NA,5000,4505,2130
300,1200,5000,4540,2130
110,400,5000,4545,2130
280,1700,5000,4670,2130
280,700,5000,4675,2130
60,1800,5000,4680,2130
60,1600,5000,4685,2130
NA,NA,5000,4460,2125
4000,21000,5000,4465,2125
120,700,5000,4550,2125
600,1000,5000,4555,2125
NA,NA,5000,4775,2125
NA,NA,5000,4460,2120
NA,NA,5000,4465,2120
230,700,5000,4550,2120
400,1800,5000,4555,2120
130,400,5000,4810,2110
0,40,5000,4815,2110
0,120,5000,5390,2110
0,400,5000,5395,2110
NA,NA,5000,4800,2105
NA,NA,5000,4805,2105
700,1700,5000,4810,2105
600,2700,5000,4815,2105
NA,NA,5000,4800,2100
2500,6000,5000,4805,2100
700,2900,5000,4520,2095
2200,7000,5000,4525,2095
500,4000,5000,4530,2095
500,1600,5000,4535,2095
1100,6000,5000,4520,2090
16000,50000,5000,4525,2090
1200,7000,5000,4530,2090
NA,NA,5000,4535,2090
NA,NA,5000,4830,2090
190,1900,5000,4520,2085
1000,4000,5000,4525,2085
500,2400,5000,4530,2085
160,1500,5000,4535,2085
210,1400,5000,4760,2085
1200,14000,5000,4790,2085
3000,13000,5000,4795,2085
NA,NA,5000,4520,2080
600,2800,5000,4525,2080
0,900,5000,4530,2080
600,1200,5000,4535,2080
1900,16000,5000,4760,2080
600,6000,5000,4765,2080
1700,12000,5000,4770,2080
NA,NA,5000,4790,2080
600,3000,5000,4795,2080
0,70,5000,5340,2080
0,300,5000,5345,2080
250,800,5000,3620,2075
400,900,5000,3625,2075
600,900,5000,3630,2075
400,900,5000,3635,2075
400,1500,5000,4505,2075
400,700,5000,4620,2075
600,800,5000,4625,2075
NA,NA,5000,4730,2075
600,6000,5000,4735,2075
1300,2100,5000,3620,2070
900,1600,5000,3625,2070
700,1200,5000,3630,2070
400,600,5000,3635,2070
0,40,5000,4505,2070
90,400,5000,4620,2070
120,260,5000,4625,2070
NA,NA,5000,4730,2070
600,1400,5000,3620,2065
400,1600,5000,3625,2065
NA,NA,5000,4750,2065
400,1100,5000,3620,2060
210,600,5000,3625,2060
0,200,5000,4760,2060
1600,30000,5000,4765,2060
130,1000,5000,4550,2055
300,2900,5000,4555,2055
700,9000,5000,4780,2055
6000,50000,5000,4785,2055
400,1600,5000,4550,2050
120,1600,5000,4555,2050
NA,NA,5000,4780,2050
NA,NA,5000,4785,2050
130,2400,5000,4795,2045
NA,NA,5000,4850,2045
160,3000,5000,4790,2040
220,2100,5000,4795,2040
NA,NA,5000,4850,2040
90,1200,5000,4855,2040
0,130,5000,3560,2035
800,2700,5000,4805,2035
NA,NA,5000,4810,2035
7000,28000,5000,4815,2035
NA,NA,5000,4805,2030
240,2200,5000,4880,2030
150,500,5000,4885,2030
NA,NA,5000,4610,2025
2000,3000,5000,4615,2025
70,1100,5000,4700,2025
90,2400,5000,4705,2025
100,1500,5000,4710,2025
100,900,5000,4715,2025
180,1400,5000,4730,2025
700,2100,5000,4735,2025
4000,14000,5000,4860,2025
3000,9000,5000,4865,2025
NA,NA,5000,4875,2025
2300,7000,5000,4880,2025
NA,NA,5000,4890,2025
4000,13000,5000,4895,2025
0,60,5000,4910,2025
NA,NA,5000,4610,2020
NA,NA,5000,4615,2020
300,1700,5000,4700,2020
NA,NA,5000,4705,2020
100,1500,5000,4710,2020
230,1900,5000,4715,2020
280,1800,5000,4730,2020
170,1000,5000,4735,2020
NA,NA,5000,4860,2020
170,1100,5000,4865,2020
NA,NA,5000,4870,2020
NA,NA,5000,4875,2020
NA,NA,5000,4880,2020
220,1200,5000,4890,2020
180,700,5000,4895,2020
150,2400,5000,4910,2020
50,2100,5000,4915,2020
NA,NA,5000,4920,2020
0,2000,5000,2970,2015
0,1500,5000,2975,2015
NA,NA,5000,4620,2015
600,2600,5000,4720,2015
150,1100,5000,4725,2015
2800,11000,5000,4830,2015
NA,NA,5000,4880,2015
2400,8000,5000,4885,2015
600,2500,5000,4890,2015
400,2100,5000,4895,2015
500,9000,5000,4910,2015
NA,NA,5000,4915,2015
NA,NA,5000,4920,2015
NA,NA,5000,4925,2015
0,1700,5000,2970,2010
0,2100,5000,2975,2010
110,600,5000,4720,2010
200,1600,5000,4725,2010
500,4000,5000,4820,2010
2200,4000,5000,4880,2010
400,700,5000,4885,2010
400,2500,5000,4890,2010
NA,NA,5000,4910,2010
0,210,5000,4915,2010
1300,7000,5000,4920,2010
0,600,5000,4925,2010
1200,3000,5000,4830,2005
6000,11000,5000,4835,2005
NA,NA,5000,4920,2005
300,1400,5000,4925,2005
0,700,5000,5630,2005
NA,NA,5000,2655,2000
NA,NA,5000,4280,2000
1400,9000,5000,4825,2000
2300,5000,5000,4890,2000
1500,5000,5000,4895,2000
1500,4000,5000,4920,2000
900,4000,5000,4925,2000
NA,NA,5000,4950,2000
0,130,5000,5630,2000
30,600,5000,4720,1995
70,500,5000,4725,1995
NA,NA,5000,4830,1995
0,600,5000,4860,1995
NA,NA,5000,4865,1995
NA,NA,5000,4870,1995
NA,NA,5000,4875,1995
280,300,5000,4890,1995
NA,NA,5000,4895,1995
90,1100,5000,4720,1990
210,2300,5000,4725,1990
800,2100,5000,4825,1990
3000,11000,5000,4830,1990
8000,24000,5000,4860,1990
1200,3000,5000,4865,1990
4000,9000,5000,4870,1990
21000,60000,5000,4875,1990
3000,14000,5000,4890,1990
0,230,5000,4895,1990
400,2300,5000,4730,1985
150,1200,5000,4735,1985
NA,NA,5000,4950,1985
NA,NA,5000,4955,1985
90,300,5000,4730,1980
NA,NA,5000,4735,1980
NA,NA,5000,4950,1980
2200,9000,5000,4955,1980
NA,NA,5000,4910,1975
1000,7000,5000,4915,1975
0,90,5000,4970,1975
NA,NA,5000,4975,1975
NA,NA,5000,4610,1970
60,1600,5000,4740,1970
600,900,5000,4745,1970
NA,NA,5000,4900,1970
300,1500,5000,4905,1970
700,2100,5000,4910,1970
700,4000,5000,4915,1970
1500,7000,5000,4975,1970
180,600,5000,4720,1965
500,2300,5000,4725,1965
110,1400,5000,4740,1965
0,700,5000,4745,1965
400,1100,5000,4750,1965
240,600,5000,4755,1965
0,160,5000,4850,1965
1300,5000,5000,4890,1965
500,2700,5000,4895,1965
500,900,5000,4930,1965
NA,NA,5000,4935,1965
220,4000,5000,4970,1965
0,140,5000,4975,1965
NA,NA,5000,2635,1960
NA,NA,5000,4720,1960
100,700,5000,4725,1960
400,2500,5000,4740,1960
200,900,5000,4745,1960
1600,5000,5000,4750,1960
210,700,5000,4755,1960
600,1800,5000,4850,1960
0,200,5000,4855,1960
NA,NA,5000,4890,1960
NA,NA,5000,4895,1960
1000,3000,5000,4935,1960
NA,NA,5000,4970,1960
2200,9000,5000,4975,1960
0,290,5000,3490,1955
500,2700,5000,4740,1955
300,900,5000,4745,1955
90,1800,5000,4760,1955
80,700,5000,4765,1955
NA,NA,5000,4850,1955
1400,3000,5000,4855,1955
2300,7000,5000,4935,1955
900,6000,5000,4970,1955
400,1600,5000,4975,1955
90,1700,5000,5000,1955
230,1900,5000,5005,1955
400,2500,5000,5010,1955
3000,11000,5000,5015,1955
40,800,5000,4740,1950
140,1300,5000,4745,1950
80,600,5000,4760,1950
300,600,5000,4935,1950
260,2000,5000,4970,1950
800,3000,5000,4975,1950
210,1200,5000,5000,1950
500,2100,5000,5005,1950
180,1300,5000,5010,1950
2800,7000,5000,5015,1950
NA,NA,5000,5705,1950
0,110,5000,3480,1945
1600,5000,5000,4825,1945
500,800,5000,4850,1945
NA,NA,5000,4855,1945
500,5000,5000,5000,1945
220,2000,5000,5005,1945
400,1400,5000,5010,1945
60,1600,5000,5015,1945
700,1600,5000,5020,1945
1100,2500,5000,5025,1945
NA,NA,5000,5040,1945
NA,NA,5000,4300,1940
NA,NA,5000,4830,1940
600,5000,5000,4835,1940
2700,8000,5000,4850,1940
NA,NA,5000,4855,1940
0,20,5000,5000,1940
170,1800,5000,5005,1940
NA,NA,5000,5010,1940
NA,NA,5000,5015,1940
150,1200,5000,5020,1940
500,1500,5000,5025,1940
220,1200,5000,5740,1940
0,140,5000,5745,1940
400,800,5000,4850,1935
40,500,5000,4880,1935
NA,NA,5000,4885,1935
30,1100,5000,5020,1935
700,2900,5000,5025,1935
130,1200,5000,5710,1935
1200,2400,5000,4850,1930
NA,NA,5000,4855,1930
700,4000,5000,4880,1930
0,110,5000,4885,1930
170,1000,5000,5020,1930
300,2200,5000,5025,1930
250,1100,5000,5710,1930
0,210,5000,5715,1930
NA,NA,5000,4850,1925
2500,6000,5000,4855,1925
300,2500,5000,5030,1925
160,800,5000,5035,1925
600,1600,5000,4850,1920
NA,NA,5000,4855,1920
220,1800,5000,5030,1920
160,1500,5000,5035,1920
NA,NA,5000,4740,1915
90,400,5000,4745,1915
NA,NA,5000,5030,1915
120,1600,5000,5035,1915
0,20,5000,5140,1915
0,100,5000,5715,1915
120,600,5000,5740,1915
290,2000,5000,5030,1910
70,1200,5000,5035,1910
0,10,5000,5125,1910
700,1600,5000,3340,1905
400,1300,5000,3345,1905
500,1600,5000,3350,1905
280,1700,5000,3355,1905
400,2700,5000,5020,1905
NA,NA,5000,5030,1905
100,1800,5000,5035,1905
0,10,5000,5135,1905
270,1400,5000,3340,1900
800,1300,5000,3345,1900
400,1400,5000,3350,1900
170,1700,5000,3355,1900
NA,NA,5000,5020,1900
60,1400,5000,5030,1900
600,2100,5000,5035,1900
0,10,5000,5135,1900
400,2000,5000,3210,1895
300,1500,5000,3215,1895
800,2500,5000,3300,1895
270,1100,5000,3305,1895
400,1400,5000,3310,1895
300,1700,5000,3315,1895
300,1500,5000,3340,1895
800,1700,5000,3345,1895
230,2100,5000,4780,1895
500,2300,5000,3210,1890
400,1600,5000,3215,1890
600,2300,5000,3300,1890
700,2400,5000,3305,1890
1100,2300,5000,3310,1890
600,1500,5000,3315,1890
250,1100,5000,3340,1890
500,1700,5000,3345,1890
NA,NA,5000,4780,1890
600,3000,5000,3210,1885
600,2200,5000,3215,1885
900,2600,5000,3310,1885
600,1900,5000,3315,1885
800,2300,5000,4880,1885
700,2900,5000,3210,1880
500,2300,5000,3215,1880
300,1500,5000,3310,1880
300,2100,5000,3315,1880
400,2000,5000,3320,1875
700,2700,5000,3325,1875
1500,5000,5000,4860,1875
600,1900,5000,4865,1875
700,1300,5000,3320,1870
700,2000,5000,3325,1870
190,1000,5000,4845,1870
NA,NA,5000,4860,1870
180,900,5000,4865,1870
120,600,5000,4860,1865
NA,NA,5000,4865,1865
900,2900,5000,4860,1860
1100,2900,5000,4865,1860
300,600,5000,4900,1860
800,1300,5000,4905,1860
300,700,5000,4870,1855
